loss,precision,recall,val_loss,val_precision,val_recall,lr
0.03920048475265503,0.6830341815948486,0.6830341815948486,0.03846148028969765,0.6994923949241638,0.6994923949241638,0.001
0.0382145531475544,0.6992888450622559,0.6992888450622559,0.03740670531988144,0.6994923949241638,0.6994923949241638,0.001
0.03555722162127495,0.6992888450622559,0.6992888450622559,0.03232972323894501,0.6994923949241638,0.6994923949241638,0.001
0.02672300674021244,0.7189298868179321,0.7189298868179321,0.02148931659758091,0.8873096704483032,0.8873096704483032,0.001
0.01737162284553051,0.9021334052085876,0.9021334052085876,0.014441571198403835,0.9908629655838013,0.9908629655838013,0.001
0.012783204205334187,0.98306804895401,0.98306804895401,0.011581331491470337,0.992893397808075,0.992893397808075,0.001
0.011054117232561111,0.9911953806877136,0.9911953806877136,0.01109692919999361,0.9888324737548828,0.9888324737548828,0.001
0.010069446638226509,0.9949204325675964,0.9949204325675964,0.009573477320373058,0.9959390759468079,0.9959390759468079,0.001
0.008944977074861526,0.9976295232772827,0.9976295232772827,0.008874800987541676,0.9949238300323486,0.9949238300323486,0.001
0.008237113244831562,0.9979681968688965,0.9979681968688965,0.007975024171173573,0.9969543218612671,0.9969543218612671,0.001
0.0074341488070786,0.999661386013031,0.999661386013031,0.007385358680039644,0.9959390759468079,0.9959390759468079,0.001
0.006836486980319023,0.999661386013031,0.999661386013031,0.006834630388766527,0.9959390759468079,0.9959390759468079,0.001
0.006310730241239071,0.999661386013031,0.999661386013031,0.006290385965257883,0.9969543218612671,0.9969543218612671,0.001
0.005798249505460262,1.0,1.0,0.005886566359549761,0.9959390759468079,0.9959390759468079,0.001
0.00539809837937355,1.0,1.0,0.005507446825504303,0.9959390759468079,0.9959390759468079,0.001
0.005007346160709858,1.0,1.0,0.00517253577709198,0.9959390759468079,0.9959390759468079,0.001
0.004668472800403833,1.0,1.0,0.004860903136432171,0.9959390759468079,0.9959390759468079,0.001
0.004356774967163801,1.0,1.0,0.004563959781080484,0.9969543218612671,0.9969543218612671,0.001
0.00407165614888072,1.0,1.0,0.0043250261805951595,0.9969543218612671,0.9969543218612671,0.001
0.0038275488186627626,1.0,1.0,0.004082034807652235,0.9959390759468079,0.9959390759468079,0.001
0.003584114369004965,1.0,1.0,0.0038886733818799257,0.9959390759468079,0.9959390759468079,0.001
0.0033719323109835386,1.0,1.0,0.0036714549642056227,0.9959390759468079,0.9959390759468079,0.001
0.003183517837896943,1.0,1.0,0.003485258435830474,0.9959390759468079,0.9959390759468079,0.001
0.0030005716253072023,1.0,1.0,0.0033410864416509867,0.9959390759468079,0.9959390759468079,0.001
0.0028392395470291376,1.0,1.0,0.00318407965824008,0.9959390759468079,0.9959390759468079,0.001
0.0026870404835790396,1.0,1.0,0.0030664228834211826,0.9969543218612671,0.9969543218612671,0.001
0.0025474177673459053,1.0,1.0,0.0028857507277280092,0.9959390759468079,0.9959390759468079,0.001
0.0024166542571038008,1.0,1.0,0.002794442465528846,0.9959390759468079,0.9959390759468079,0.001
0.002296658931300044,1.0,1.0,0.0026934577617794275,0.9959390759468079,0.9959390759468079,0.001
0.0021846089512109756,1.0,1.0,0.0026253240648657084,0.9969543218612671,0.9969543218612671,0.001
0.002080356702208519,1.0,1.0,0.002511452417820692,0.9959390759468079,0.9959390759468079,0.001
0.0019819114822894335,1.0,1.0,0.002431148197501898,0.9959390759468079,0.9959390759468079,0.001
0.0018936680862680078,1.0,1.0,0.002335144905373454,0.9959390759468079,0.9959390759468079,0.001
0.0018073885003104806,1.0,1.0,0.0022365653421729803,0.9959390759468079,0.9959390759468079,0.001
0.001728959265165031,1.0,1.0,0.0021657475735992193,0.9959390759468079,0.9959390759468079,0.001
0.0016521101351827383,1.0,1.0,0.0020895807538181543,0.9959390759468079,0.9959390759468079,0.001
0.001582265947945416,1.0,1.0,0.0020329258404672146,0.9959390759468079,0.9959390759468079,0.001
0.0015161099145188928,1.0,1.0,0.0019908957183361053,0.9969543218612671,0.9969543218612671,0.001
0.001454042037948966,1.0,1.0,0.0019555373582988977,0.9959390759468079,0.9959390759468079,0.001
0.0013952855952084064,1.0,1.0,0.001884589670225978,0.9959390759468079,0.9959390759468079,0.001
0.0013396937865763903,1.0,1.0,0.00180180708412081,0.9959390759468079,0.9959390759468079,0.001
0.0012872304068878293,1.0,1.0,0.0017547508468851447,0.9959390759468079,0.9959390759468079,0.001
0.0012379392283037305,1.0,1.0,0.0017286977963522077,0.9969543218612671,0.9969543218612671,0.001
0.0011897513177245855,1.0,1.0,0.001643465948291123,0.9959390759468079,0.9959390759468079,0.001
0.001146728522144258,1.0,1.0,0.0016140996012836695,0.9959390759468079,0.9959390759468079,0.001
0.0011039255186915398,1.0,1.0,0.0015712883323431015,0.9959390759468079,0.9959390759468079,0.001
0.0010641798144206405,1.0,1.0,0.0015392007771879435,0.9959390759468079,0.9959390759468079,0.001
0.0010252444772049785,1.0,1.0,0.0015217916807159781,0.9969543218612671,0.9969543218612671,0.001
0.000990194850601256,1.0,1.0,0.0014610665384680033,0.9959390759468079,0.9959390759468079,0.001
0.000956062925979495,1.0,1.0,0.0014645775081589818,0.9969543218612671,0.9969543218612671,0.001
0.0009233328164555132,1.0,1.0,0.001419206615537405,0.9959390759468079,0.9959390759468079,0.001
0.0008917358936741948,1.0,1.0,0.0014022077666595578,0.9959390759468079,0.9959390759468079,0.001
0.000862212385982275,1.0,1.0,0.001393645303323865,0.9969543218612671,0.9969543218612671,0.001
0.0008341381908394396,1.0,1.0,0.0013525019166991115,0.9959390759468079,0.9959390759468079,0.001
0.0008072585915215313,1.0,1.0,0.001343779731541872,0.9969543218612671,0.9969543218612671,0.001
0.0007812336552888155,1.0,1.0,0.00131704262457788,0.9959390759468079,0.9959390759468079,0.001
0.0007564852712675929,1.0,1.0,0.0012937269639223814,0.9969543218612671,0.9969543218612671,0.001
0.000732948596123606,1.0,1.0,0.0012911673402413726,0.9969543218612671,0.9969543218612671,0.001
0.0007106015109457076,1.0,1.0,0.0012564050266519189,0.9959390759468079,0.9959390759468079,0.001
0.0006885843467898667,1.0,1.0,0.0012584931682795286,0.9959390759468079,0.9959390759468079,0.001
0.0006683256360702217,1.0,1.0,0.0012360644759610295,0.9959390759468079,0.9959390759468079,0.001
0.000648237532004714,1.0,1.0,0.0012297589564695954,0.9959390759468079,0.9959390759468079,0.001
0.0006290289456956089,1.0,1.0,0.001205691252835095,0.9969543218612671,0.9969543218612671,0.001
0.0006111547700129449,1.0,1.0,0.0011758978944271803,0.9959390759468079,0.9959390759468079,0.001
0.0005932066706009209,1.0,1.0,0.0011642628815025091,0.9959390759468079,0.9959390759468079,0.001
0.0005767308175563812,1.0,1.0,0.0011827042326331139,0.9969543218612671,0.9969543218612671,0.001
0.0005601904122158885,1.0,1.0,0.0011479619424790144,0.9969543218612671,0.9969543218612671,0.001
0.0005446508293971419,1.0,1.0,0.001147058210335672,0.9969543218612671,0.9969543218612671,0.001
0.0005297407042235136,1.0,1.0,0.0011181627633050084,0.9959390759468079,0.9959390759468079,0.001
0.0005154241807758808,1.0,1.0,0.0011159065179526806,0.9959390759468079,0.9959390759468079,0.001
0.0005015222704969347,1.0,1.0,0.0011109127663075924,0.9959390759468079,0.9959390759468079,0.001
0.0004879866901319474,1.0,1.0,0.0010811224346980453,0.9959390759468079,0.9959390759468079,0.001
0.0004754606634378433,1.0,1.0,0.0010870846454054117,0.9959390759468079,0.9959390759468079,0.001
0.00046267255675047636,1.0,1.0,0.001066233729943633,0.9959390759468079,0.9959390759468079,0.001
0.00045078713446855545,1.0,1.0,0.001033760141581297,0.9959390759468079,0.9959390759468079,0.001
0.00043953192653134465,1.0,1.0,0.001021085074171424,0.9959390759468079,0.9959390759468079,0.001
0.0004280504072085023,1.0,1.0,0.0010291400831192732,0.9969543218612671,0.9969543218612671,0.001
0.0004171905166003853,1.0,1.0,0.0010166896972805262,0.9959390759468079,0.9959390759468079,0.001
0.00040688589797355235,1.0,1.0,0.0010189507156610489,0.9969543218612671,0.9969543218612671,0.001
0.0003967012162320316,1.0,1.0,0.001007353188470006,0.9959390759468079,0.9959390759468079,0.001
0.0003871110384352505,1.0,1.0,0.0010098364436998963,0.9969543218612671,0.9969543218612671,0.001
0.0003776976664084941,1.0,1.0,0.0009916529525071383,0.9959390759468079,0.9959390759468079,0.001
0.0003723273111972958,1.0,1.0,0.0009955866262316704,0.9959390759468079,0.9959390759468079,0.000100000005
0.0003713799233082682,1.0,1.0,0.0010015604784712195,0.9959390759468079,0.9959390759468079,0.000100000005
0.00037043349584564567,1.0,1.0,0.0010060030035674572,0.9969543218612671,0.9969543218612671,0.000100000005
0.000369476416381076,1.0,1.0,0.0010142842074856162,0.9969543218612671,0.9969543218612671,0.000100000005
0.00036852798075415194,1.0,1.0,0.0010184593265876174,0.9969543218612671,0.9969543218612671,0.000100000005
0.0003675562620628625,1.0,1.0,0.001024110708385706,0.9969543218612671,0.9969543218612671,0.000100000005
0.0003666156844701618,1.0,1.0,0.001025738543830812,0.9969543218612671,0.9969543218612671,0.000100000005
0.0003656522021628916,1.0,1.0,0.0010276231914758682,0.9969543218612671,0.9969543218612671,0.000100000005
0.0003646637487690896,1.0,1.0,0.0010304999304935336,0.9969543218612671,0.9969543218612671,0.000100000005
0.00036368105793371797,1.0,1.0,0.0010347998468205333,0.9969543218612671,0.9969543218612671,0.000100000005
0.00036271256976760924,1.0,1.0,0.001036849687807262,0.9969543218612671,0.9969543218612671,0.000100000005
0.0003617249894887209,1.0,1.0,0.001034077606163919,0.9969543218612671,0.9969543218612671,0.000100000005
0.00036070746136829257,1.0,1.0,0.0010385727509856224,0.9969543218612671,0.9969543218612671,0.000100000005
0.0003597007307689637,1.0,1.0,0.0010380817111581564,0.9969543218612671,0.9969543218612671,0.000100000005
0.0003591342829167843,1.0,1.0,0.0010384469060227275,0.9969543218612671,0.9969543218612671,1.0000001e-05
0.00035903239040635526,1.0,1.0,0.001039378927089274,0.9969543218612671,0.9969543218612671,1.0000001e-05
0.0003589254920370877,1.0,1.0,0.0010402817279100418,0.9969543218612671,0.9969543218612671,1.0000001e-05
0.000358820689143613,1.0,1.0,0.001040961011312902,0.9969543218612671,0.9969543218612671,1.0000001e-05
